"author","title","time","numberComments","numberofWords","CurrentAffairs","Education","Music","Philosophy","PoliticalScience","Science","History","Law","Games","Books","FoodandDrink","DataSource","WebTech"
"Tyler Cowen","Bank of England (!) has started a blog",2015-06-19,1,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Friday assorted links",2015-06-19,7,116,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Normative Sociology",2015-06-19,15,629,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Harald Uhlig on Greece and fiscal austerity",2015-06-19,5,347,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Claims about Germany",2015-06-20,9,223,0,1,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Saturday assorted links",2015-06-20,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The passthrough of labor costs to price inflation",2015-06-20,1,139,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Sir Thomas Browne\u2019s successful and failed neologisms",2015-06-20,3,105,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","*Inside Out*",2015-06-21,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sunday assorted links",2015-06-21,11,60,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Markets in everything 3-D printing arbitrage to curb rhino poaching",2015-06-21,3,81,0,0,0,0,0,0,0,1,0,0,0,0,1
"Tyler Cowen","Daniel A. Bell on the China model and political meritocracy",2015-06-21,12,410,0,0,0,1,1,0,1,0,0,1,0,0,0
"Tyler Cowen","Greece facts of the day",2015-06-22,3,115,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-06-22,5,107,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Bermuda bleg",2015-06-22,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Paid by pages read? (model this)",2015-06-22,4,100,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Recycling is becoming less profitable in America",2015-06-22,8,307,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why do waiters clear your plates away so quickly?",2015-06-23,9,174,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Arrived in my pile",2015-06-23,4,27,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","China fact of the day",2015-06-23,2,71,0,0,0,0,1,0,1,0,0,1,0,0,0
"Tyler Cowen","Tuesday assorted links",2015-06-23,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Is there a new Obamacare political equilibrium?",2015-06-23,7,147,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Can Wikipedia survive the spread of mobiles?",2015-06-23,6,287,0,1,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","The continuing travails of Republican state-level fiscal policies",2015-06-24,9,134,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Wednesday assorted links",2015-06-24,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Churches against Prohibition",2015-06-24,8,397,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Greece fact of the day",2015-06-24,9,93,1,0,0,0,1,0,0,0,0,0,0,1,0
"Tyler Cowen","What I\u2019ve been reading",2015-06-24,1,282,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Tweets to ponder",2015-06-24,7,29,1,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","Bermuda notes",2015-06-25,1,95,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-06-25,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Finance and Growth",2015-06-25,3,305,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The recent fiscal policy debates",2015-06-25,3,257,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What they say about you when you are not listening",2015-06-25,8,260,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The Not Very Serious People call for Greferendum",2015-06-26,7,223,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Legal gay marriage",2015-06-26,23,110,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Friday assorted links",2015-06-26,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Luddite Violence",2015-06-26,11,51,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","King vs. Burwell, and other stuff",2015-06-26,8,296,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Translating *Seinfeld*",2015-06-26,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Forager markets in everything",2015-06-26,1,295,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","The ATM line inside the Greek parliament",2015-06-27,4,47,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Saturday assorted links",2015-06-27,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Scandinavian Unexceptionalism",2015-06-27,15,154,0,0,0,0,1,0,1,0,0,1,0,1,0
"Tyler Cowen","Sunday assorted links",2015-06-28,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Havekarma.com",2015-06-28,2,136,0,0,0,0,0,0,0,0,0,0,0,0,1
"Tyler Cowen","China comparison of the day",2015-06-28,3,53,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","King Cotton and Deadweight Loss",2015-06-28,9,411,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Who benefits most from Uber?",2015-06-28,8,352,1,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Is there economic hope for men?",2015-06-29,10,425,0,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-06-29,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Tweets to ponder",2015-06-29,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Not in Greece, but news nonetheless",2015-06-29,3,74,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Would there (will there?) be contagion from Grexit?",2015-06-29,9,556,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The view from Vilnius, part II",2015-06-30,14,129,1,0,0,0,1,0,0,0,0,0,0,1,0
"Tyler Cowen","Tuesday assorted links",2015-06-30,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Planetary Defense is a Public Good",2015-06-30,9,278,1,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","The Anne Krueger report on Puerto Rico",2015-06-30,7,238,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Grist for Robin Hanson\u2019s mill",2015-06-30,8,177,1,0,0,1,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Green pea guacamole",2015-07-01,4,107,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Fear the multiple marginalization",2015-07-01,9,19,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Wednesday assorted links",2015-07-01,5,83,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Upcoming Conversations with Tyler",2015-07-01,1,27,1,1,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","More on Asteroid Defense",2015-07-01,4,169,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","China and the high cost of hiring labor",2015-07-01,3,295,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The legal problem with the blockchain",2015-07-02,1,96,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Babbler birds babble non-babble",2015-07-02,1,125,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-07-02,6,84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Battle for Greece",2015-07-02,18,369,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","A better player for a bad team?",2015-07-02,6,498,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Southern Italy, Europe\u2019s soft underbelly",2015-07-03,13,268,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Friday assorted links",2015-07-03,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Puerto Rico fact of the day",2015-07-03,7,72,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Why is Obamacare still unpopular?",2015-07-03,11,138,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Greece and Syriza lost the public relations battle",2015-07-04,18,736,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Saturday assorted links",2015-07-04,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","An Abandoned Space Ship",2015-07-04,8,70,0,0,0,0,0,1,1,0,0,0,0,0,0
"Tyler Cowen","China facts of the day",2015-07-04,2,184,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Undetached tiger part to the rescue?",2015-07-04,5,244,0,0,0,0,0,1,0,1,0,0,0,0,0
"Tyler Cowen","The Greeks vote for \u201causterity now\u201d",2015-07-05,19,98,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How long does it take to introduce a new currency?",2015-07-05,6,132,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Might Greece see some version of hyperinflation?",2015-07-05,6,423,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sentences to ponder",2015-07-06,13,72,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","The pensioner culture that is Germany",2015-07-06,5,125,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-07-06,12,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Ricardo Hausmann on Greece",2015-07-06,15,208,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Why so little upward wage pressure?",2015-07-06,6,389,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Germany fact of the day, America quotation of the day",2015-07-07,17,172,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Which states are in the best and worst fiscal condition?",2015-07-07,12,54,1,0,0,0,1,0,0,0,0,0,0,1,0
"Tyler Cowen","Tuesday assorted links",2015-07-07,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Kozinski Indicts the US Justice System",2015-07-07,9,536,0,0,0,0,0,1,0,1,0,0,0,0,0
"Tyler Cowen","What I\u2019ve been reading, and viewing",2015-07-07,1,258,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Potential meteor shower markets in everything",2015-07-07,2,126,0,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","*Markets without Limits: Moral Virtues and Commercial Interests*",2015-07-08,5,60,0,0,0,1,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Wednesday assorted links",2015-07-08,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Jaan, in Sinagpore",2015-07-08,4,87,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","China question of the day",2015-07-08,2,55,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","A very particular theory of political leadership",2015-07-08,6,488,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Is competition between monotheisms economically important?",2015-07-09,5,88,0,0,0,0,1,0,1,0,0,1,0,0,0
"Alex Tabarrok","Catalonian Roark",2015-07-09,3,131,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-07-09,9,77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Recent Declines in Labor\u2019s Share of US Income",2015-07-09,8,127,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Guy Verhofstadt nails it on Greece",2015-07-09,14,537,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Post a bond or five-year \u201ctemporary\u201d Grexit?",2015-07-11,7,140,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Saturday assorted links",2015-07-11,11,75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Olivier Blanchard on Greek austerity",2015-07-11,9,310,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Iceland and China, Department of Uh -Oh",2015-07-11,NA,209,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What kind of Greek deal is on the table?",2015-07-12,4,104,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sunday assorted links",2015-07-12,4,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Latin American productivity problems",2015-07-12,4,152,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China\u2019s aging is an overrated problem",2015-07-12,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","How much of Chinese education is about signaling?",2015-07-12,3,237,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Why are men rather than women the first to give up traditional clothing?",2015-07-14,7,112,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Tuesday assorted links",2015-07-14,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Electric Vehicle Tipping Point?",2015-07-14,25,327,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Regulators are people too",2015-07-14,7,259,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Markets in everything sandcastle butlers those new service sector jobs",2015-07-15,2,166,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","New interview with Ben Goldacre",2015-07-15,2,283,0,1,0,1,0,0,0,0,0,0,0,0,1
"Tyler Cowen","Wednesday assorted links",2015-07-15,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What good is training in moral philosophy?",2015-07-15,5,226,0,1,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The economics of biosimilars",2015-07-15,2,352,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Is the Great Reset coming first to immigrants?",2015-07-16,3,176,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Thursday assorted links",2015-07-16,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","James Buchanan as Intellectual Entrepreneur",2015-07-16,1,174,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Esperanto fans",2015-07-16,3,190,0,1,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","When will Sana\u2019a run out of water?",2015-07-16,5,189,1,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Infrastructure words of wisdom",2015-07-17,7,103,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Friday assorted links",2015-07-17,5,122,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Open borders for a year?",2015-07-17,15,200,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The culture that is Singapore",2015-07-17,3,139,1,0,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Mood affiliation isn\u2019t always bad",2015-07-18,23,177,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Saturday assorted links",2015-07-18,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Scream it from the rooftops (all in one breath)",2015-07-18,6,111,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Yunnan notes",2015-07-18,5,287,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","Sunday assorted links",2015-07-19,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The *Pride and Prejudice* of Singapore",2015-07-19,9,359,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Wage stickiness and unflattering accounts of the unemployed and poor",2015-07-19,16,668,0,1,0,1,0,0,0,0,0,0,1,0,0
"Tyler Cowen","*The Economics of Inequality*",2015-07-20,2,91,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Iran fact of the day",2015-07-20,13,23,1,1,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-07-20,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Maurice Obstfeld is new chief economist of the IMF",2015-07-20,1,132,1,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","The Happy Meal Fallacy",2015-07-20,17,604,0,0,0,0,0,0,0,1,0,0,1,0,0
"Tyler Cowen","All-robot Japanese hotel",2015-07-20,1,193,0,0,0,0,0,1,0,0,0,0,0,0,1
"Tyler Cowen","Yes, there is a great Singaporean novel",2015-07-21,3,151,0,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Tuesday assorted links",2015-07-21,9,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","U.S. minimum wage fact of the day",2015-07-21,10,50,1,1,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","China fact of the day",2015-07-21,2,53,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Phishing for Phools*",2015-07-21,6,165,0,1,0,1,1,0,0,0,0,1,0,0,0
"Tyler Cowen","Modern German nationalism",2015-07-21,3,175,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Wednesday assorted links",2015-07-22,6,113,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Taylor Swift, Straussian?",2015-07-22,5,153,1,0,1,0,0,0,1,0,0,0,0,0,0
"Alex Tabarrok","Patent Trawls and the Total Profit Rule",2015-07-22,4,422,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","What makes the Very Serious People so very serious?",2015-07-22,14,541,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","The University of California raises its minimum wage",2015-07-23,9,116,1,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Arrived in my pile",2015-07-23,2,31,1,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","The *Financial Times* as a purely digital product",2015-07-23,2,308,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China fact of the day",2015-07-23,2,144,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-07-23,10,87,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Is there a great teen sex stagnation?",2015-07-23,10,97,0,1,0,0,0,0,0,0,0,0,0,1,1
"Tyler Cowen","*Philosophy, Politics, and Economics: An Anthology*",2015-07-24,1,39,0,1,0,1,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Friday assorted links",2015-07-24,13,195,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Rent Control in Stockholm",2015-07-24,16,414,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Washington fact of the day",2015-07-24,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The progressive closure of San Francisco",2015-07-24,6,211,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyler Cowen","Your smart phone can predict your grades",2015-07-25,2,174,0,1,0,0,0,1,0,0,0,0,0,1,1
"Tyler Cowen","What the Not Very Serious People among the Not Very Serious People were up to",2015-07-25,8,238,1,0,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","Saturday assorted links",2015-07-25,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sanity on financial transactions taxes",2015-07-25,4,207,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyler Cowen","Hurrah for Singapore birthday markets in everything",2015-07-25,2,183,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","The long-run consequences of Russian serfdom",2015-07-26,8,170,0,0,0,0,1,0,1,1,0,0,0,1,0
"Tyler Cowen","Civilization comes to Washington, D.C.",2015-07-26,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Sunday assorted links",2015-07-26,9,90,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The six most important words in the world right now",2015-07-27,14,20,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-07-27,9,114,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Doing Good Better",2015-07-27,14,666,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","China fact of the day",2015-07-27,1,109,1,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","How bad a problem is \u201cquarterly capitalism\u201d?",2015-07-27,6,363,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","*Private Governance*",2015-07-28,3,76,0,0,0,0,1,0,0,0,0,1,0,0,0
"Tyler Cowen","China estimate of the day",2015-07-28,2,232,1,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Tuesday assorted links",2015-07-28,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The rise of Stanford economics",2015-07-28,5,83,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Very serious words of wisdom",2015-07-28,6,136,0,0,0,0,1,0,1,0,0,0,0,0,0
"Tyler Cowen","The taxation of superstars",2015-07-28,1,165,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*Money and Soccer*",2015-07-29,4,89,0,0,0,0,0,0,0,0,1,1,0,0,0
"Tyler Cowen","A very good sentence",2015-07-29,8,47,1,0,0,1,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Wednesday assorted links",2015-07-29,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Does Fair Trade Help Poor Workers?",2015-07-29,6,475,0,0,0,0,0,0,0,0,0,0,1,1,0
"Tyler Cowen","Data on lion hunting (Cecil fact of the day)",2015-07-29,6,227,1,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","The world trade slowdown continues, and worsens",2015-07-29,3,114,1,0,0,0,0,0,0,0,0,0,0,1,0
"Alex Tabarrok","Monitoring the Language Police",2015-07-30,5,106,0,1,0,0,1,0,0,1,0,0,0,0,0
"Tyler Cowen","The minimum wage, the great reset, and the research of Isaac Sorkin",2015-07-30,9,345,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-07-30,9,153,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Inputs are imported too",2015-07-30,2,192,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tyler Cowen","Split, Croatia bleg",2015-07-30,4,25,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tyler Cowen","A long look at short-termism",2015-07-30,2,314,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","*Leadership*",2015-07-31,2,92,0,1,0,1,1,0,1,0,0,1,0,0,0
"Tyler Cowen","Friday assorted links",2015-07-31,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Arrived in my pile",2015-07-31,3,28,0,0,0,1,1,0,0,0,0,1,0,0,0
"Tyler Cowen","Do pandas respond to incentives?",2015-07-31,NA,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","My favorite things Croatian",2015-07-31,6,251,0,0,1,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Saturday assorted links",2015-08-01,8,106,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Belgrade bleg",2015-08-01,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Buy Charity Now, While It\u2019s Still Cheap",2015-08-01,3,240,0,0,0,1,0,0,0,0,0,0,0,0,0
"Tyler Cowen","From the comments",2015-08-01,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","The highest-ranking rooster has priority to announce the break of dawn",2015-08-01,1,250,0,0,0,0,1,0,1,1,0,0,0,1,0
"Tyler Cowen","Arrived in my pile",2015-08-02,3,112,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","Sunday assorted links",2015-08-02,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","*The Meursault Investigation*",2015-08-02,3,107,0,0,0,0,0,0,1,0,0,1,0,0,0
"Tyler Cowen","*Hun Sen\u2019s Cambodia*",2015-08-02,2,310,1,0,0,0,1,0,1,1,0,1,0,0,0
"Tyler Cowen","Why Singapore is special",2015-08-03,21,231,0,1,0,1,1,1,1,0,0,0,0,0,0
"Tyler Cowen","Monday assorted links",2015-08-03,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Low Cost Private Schools in the Developing World",2015-08-03,4,567,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","What kind of blog post produces the most comments?",2015-08-03,12,315,0,1,0,1,0,0,1,0,0,0,0,0,1
"Tyler Cowen","Tuesday assorted links",2015-08-04,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Can Tabarrok Bridge the Wonks and Burning Man?",2015-08-04,3,142,1,0,0,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Profile of Alex Tabarrok",2015-08-04,NA,54,0,1,0,1,1,1,0,0,0,0,0,0,0
"Tyler Cowen","A few of my thoughts on teaching",2015-08-04,7,135,0,1,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","My favorite things Serbian",2015-08-04,3,239,0,0,1,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","From the comments, on Greek imports",2015-08-05,4,194,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Good sentences about Godzilla",2015-08-05,1,43,0,0,0,0,0,0,1,1,0,0,0,0,0
"Tyler Cowen","Balkans fact of the day",2015-08-05,3,162,0,0,0,0,0,0,0,0,0,0,0,1,0
"Tyler Cowen","Wednesday assorted links",2015-08-05,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","People who deserve to be raised in status",2015-08-05,10,88,0,1,1,0,0,0,0,0,0,1,0,0,0
"Tyler Cowen","Singapore as financial corporation",2015-08-05,2,1183,1,0,0,0,1,0,0,0,0,0,0,0,0
"Tyler Cowen","America fact of the day",2015-08-06,4,51,0,1,0,0,0,0,1,0,0,0,0,0,0
"Tyler Cowen","New York City fact of the day",2015-08-06,10,86,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Thursday assorted links",2015-08-06,4,93,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tabarrok","Chinese merchants and the inroads of globalization",2015-08-06,1,184,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Cowen","Stanford is the top producer of Nobel Laureates in this century",2015-08-06,8,78,0,1,0,0,0,1,0,0,0,0,0,0,0
"Tyler Cowen","Regulation, imperfect competition, and the U.S. abortion market",2015-08-06,2,126,0,0,0,0,1,0,0,1,0,0,0,1,0
"Tyler Cowen","Has the SNP done a good job with Scotland? (Scotland facts of the day)",2015-08-06,4,377,1,0,0,0,1,0,0,0,0,0,0,0,0
